WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
4703,47,3,NOVEMBER,11,"13,14"
3508,35,8,AUGUST,8,"24,27"
2503,25,3,AUGUST,8,"3,13"
1908,19,8,APRIL,4,"20,23"
2302,23,2,APRIL,4,"4,5"
4303,43,3,JULY,7,"19,20,23,24"
5007,50,7,MAY,5,"29,30"
1002,10,2,OCTOBER,10,"17,18"
4808,48,8,OCTOBER,10,"11,12"
3906,39,6,APRIL,4,"16,17"
1509,15,9,SEPTEMBER,9,"14,17"
3205,32,5,JUNE,6,"20,21"
2303,23,3,NOVEMBER,11,"12,13"
2204,22,4,OCTOBER,10,"29,30"
2303,23,3,APRIL,4,"6,9"
4607,46,7,JUNE,6,"21,22"
4602,46,2,AUGUST,8,"3,6"
3406,34,6,APRIL,4,"16,17"
2004,20,4,APRIL,4,"11,12"
3503,35,3,OCTOBER,10,"15,16"
4501,45,1,AUGUST,8,"6,7"
4104,41,4,SEPTEMBER,9,"20,21"
2106,21,6,SEPTEMBER,9,"26,27"
1103,11,3,AUGUST,8,"24,27"
3901,39,1,JULY,7,"2,3"
2906,29,6,SEPTEMBER,9,"24,25"
4003,40,3,OCTOBER,10,31
3406,34,6,SEPTEMBER,9,"6,7"
4809,48,9,APRIL,4,"24,25"
1705,17,5,JUNE,6,"8,11"
2209,22,9,APRIL,4,"24,25"
1607,16,7,APRIL,4,"18,19"
3504,35,4,APRIL,4,"10,11"
4601,46,1,AUGUST,8,"1,2"
3605,36,5,NOVEMBER,11,1
4503,45,3,OCTOBER,10,"15,16"
4802,48,2,OCTOBER,10,"23,24"
2704,27,4,SEPTEMBER,9,28
4802,48,2,JUNE,6,"1,28,29"
4806,48,6,JUNE,6,"12,13"
4806,48,6,MAY,5,"14,15"
2409,24,9,MAY,5,"24,25"
2102,21,2,NOVEMBER,11,"8,9"
4304,43,4,JUNE,6,"14,15,18,19"
2103,21,3,APRIL,4,"6,9"
3703,37,3,APRIL,4,"8,9"
1306,13,6,SEPTEMBER,9,"18,19"
2803,28,3,AUGUST,8,"1,2"
4807,48,7,JULY,7,"13,16"
2701,27,1,AUGUST,8,"8,9"
2407,24,7,AUGUST,8,"22,23"
3601,36,1,JUNE,6,"20,21"
2907,29,7,MAY,5,"29,30"
1009,10,9,NOVEMBER,11,"6,7"
3306,33,6,APRIL,4,"26,27"
3804,38,4,APRIL,4,"4,5"
2608,26,8,SEPTEMBER,9,"20,21"
1905,19,5,NOVEMBER,11,"14,15"
1405,14,5,APRIL,4,"12,13"
2804,28,4,OCTOBER,10,"23,24"
4003,40,3,JULY,7,"19,20"
2107,21,7,SEPTEMBER,9,28
4702,47,2,JULY,7,"27,30"
1603,16,3,JUNE,6,"20,21"
2702,27,2,APRIL,4,"4,5"
1503,15,3,AUGUST,8,"1,28,29"
4404,44,4,JUNE,6,"20,29"
2402,24,2,SEPTEMBER,9,"10,11"
1506,15,6,NOVEMBER,11,"2,5"
1108,11,8,AUGUST,8,"1,2,3"
3808,38,8,NOVEMBER,11,1
1805,18,5,JUNE,6,"6,7"
3806,38,6,AUGUST,8,"6,7"
4903,49,3,OCTOBER,10,1
1405,14,5,AUGUST,8,"28,29"
4909,49,9,JULY,7,"5,6"
3004,30,4,NOVEMBER,11,16
2205,22,5,AUGUST,8,"10,13"
3107,31,7,SEPTEMBER,9,"4,5"
4004,40,4,MAY,5,31
4204,42,4,SEPTEMBER,9,"11,12,27,28"
4902,49,2,AUGUST,8,"22,23"
4608,46,8,SEPTEMBER,9,"24,25"
4201,42,1,MAY,5,"8,9,24,25"
2705,27,5,AUGUST,8,"20,21"
1105,11,5,SEPTEMBER,9,"4,5,6,7"
2803,28,3,APRIL,4,"6,9"
3707,37,7,NOVEMBER,11,"6,7"
2601,26,1,JULY,7,31
1609,16,9,JUNE,6,1
4506,45,6,JUNE,6,"18,19"
2205,22,5,OCTOBER,10,31
2305,23,5,JUNE,6,"6,7"
4607,46,7,SEPTEMBER,9,"20,21"
4903,49,3,APRIL,4,"10,11"
2506,25,6,AUGUST,8,"20,21"
4408,44,8,SEPTEMBER,9,"27,28"
4108,41,8,SEPTEMBER,9,"26,27"
3206,32,6,SEPTEMBER,9,"12,13"
3802,38,2,JUNE,6,"20,21"
4303,43,3,MAY,5,"1,2,3"
3301,33,1,APRIL,4,"12,13"
4806,48,6,APRIL,4,"16,17"
1108,11,8,NOVEMBER,11,"1,2,5"
4903,49,3,NOVEMBER,11,"2,5"
1005,10,5,OCTOBER,10,"25,26"
3001,30,1,JUNE,6,"4,5"
4409,44,9,AUGUST,8,"27,28"
3103,31,3,AUGUST,8,"22,23"
2303,23,3,JULY,7,"25,26"
4704,47,4,JUNE,6,"12,13"
2708,27,8,APRIL,4,"20,23"
3001,30,1,APRIL,4,"2,3"
3708,37,8,SEPTEMBER,9,28
2706,27,6,APRIL,4,"16,17"
4202,42,2,JUNE,6,"19,20"
3503,35,3,MAY,5,"8,9"
5006,50,6,JULY,7,"5,6"
2908,29,8,NOVEMBER,11,"8,9"
2906,29,6,NOVEMBER,11,"2,5"
4108,41,8,MAY,5,"10,11"
1205,12,5,NOVEMBER,11,1
3507,35,7,SEPTEMBER,9,"24,25"
4604,46,4,AUGUST,8,"9,10"
2705,27,5,JULY,7,"9,10"
3705,37,5,SEPTEMBER,9,"20,21"
3105,31,5,NOVEMBER,11,"6,7"
1205,12,5,JULY,7,"9,10"
3106,31,6,AUGUST,8,"30,31"
3601,36,1,OCTOBER,10,"19,22"
3701,37,1,AUGUST,8,1
4809,48,9,NOVEMBER,11,"12,13"
2007,20,7,JULY,7,"24,25"
2408,24,8,MAY,5,"22,23"
3709,37,9,AUGUST,8,"22,23"
2308,23,8,AUGUST,8,"8,9"
2506,25,6,OCTOBER,10,"15,16"
4605,46,5,AUGUST,8,"13,14"
1508,15,8,JUNE,6,"18,19"
3505,35,5,AUGUST,8,"16,17"
4206,42,6,APRIL,4,"3,4,10,11,17,18,24,25"
4805,48,5,SEPTEMBER,9,"4,5"
2802,28,2,MAY,5,"10,1"
4909,49,9,APRIL,4,"26,27"
3002,30,2,NOVEMBER,11,"12,13"
1504,15,4,SEPTEMBER,9,28
4306,43,6,AUGUST,8,"6,7,8,9"
1506,15,6,SEPTEMBER,9,"6,7"
2508,25,8,NOVEMBER,11,"16,26"
2402,24,2,APRIL,4,"4,5"
4401,44,1,OCTOBER,10,"16,17"
2602,26,2,MAY,5,"29,30"
2001,20,1,JULY,7,"6,9"
4509,45,9,JUNE,6,"26,27"
4308,43,8,JULY,7,"3,10,11,17,18,24,25,31"
4608,46,8,NOVEMBER,11,"19,20"
3002,30,2,APRIL,4,"4,5"
2104,21,4,NOVEMBER,11,"14,15"
1501,15,1,OCTOBER,10,"19,22"
2108,21,8,JUNE,6,"14,15"
4409,44,9,JUNE,6,"14,15"
3304,33,4,JUNE,6,1
4905,49,5,OCTOBER,10,"4,5"
2208,22,8,SEPTEMBER,9,28
2105,21,5,APRIL,4,"12,13"
1803,18,3,NOVEMBER,11,1
4908,49,8,JULY,7,"2,3"
4401,44,1,MAY,5,"16,17"
3102,31,2,AUGUST,8,"20,21"
4202,42,2,APRIL,4,"5,6,24,25"
3807,38,7,APRIL,4,"10,11"
1709,17,9,AUGUST,8,"16,17"
3101,31,1,JULY,7,"13,16"
1401,14,1,JULY,7,"2,3"
3007,30,7,APRIL,4,"18,19"
3401,34,1,NOVEMBER,11,"1,2"
1608,16,8,AUGUST,8,"10,13"
1305,13,5,JUNE,6,"28,29"
4404,44,4,NOVEMBER,11,"15,16"
4201,42,1,SEPTEMBER,9,"8,19"
2002,20,2,AUGUST,8,"23,24"
2301,23,1,MAY,5,"24,25"
4201,42,1,JULY,7,"4,6,24,25"
4606,46,6,MAY,5,"158,16"
3507,35,7,AUGUST,8,"22,23"
3009,30,9,MAY,5,"24,25"
4907,49,7,NOVEMBER,11,"14,15"
3208,32,8,OCTOBER,10,"29,30"
2009,20,9,SEPTEMBER,9,"14,17"
4701,47,1,APRIL,4,"12,13"
3901,39,1,OCTOBER,10,"2,3."
3508,35,8,SEPTEMBER,9,"26,27"
3109,31,9,SEPTEMBER,9,"10,11"
3902,39,2,JULY,7,"5,6"
3102,31,2,APRIL,4,"4,5"
3705,37,5,AUGUST,8,"10,13"
2604,26,4,MAY,5,"22,23"
1004,10,4,JULY,7,"17,18"
2002,20,2,JULY,7,"10,11"
3507,35,7,JUNE,6,"20,21"
1208,12,8,SEPTEMBER,9,"12,13"
1102,11,2,APRIL,4,"4,5,6,9"
1704,17,4,JUNE,6,"6,7"
2605,26,5,MAY,5,"10,11"
4207,42,7,JUNE,6,"7,8,14,15,21,22,28,29"
2603,26,3,OCTOBER,10,"24,25"
5009,50,9,JUNE,6,"4,5"
4605,46,5,MAY,5,"11,14"
5001,50,1,AUGUST,8,1
2604,26,4,JULY,7,"23,24"
2402,24,2,MAY,5,"4,7"
3705,37,5,MAY,5,"22,23"
1407,14,7,JUNE,6,"4,5"
3609,36,9,NOVEMBER,11,"12,13"
4607,46,7,MAY,5,"17,18"
4809,48,9,MAY,5,"22,23"
4703,47,3,JUNE,6,"8,11"
4402,44,2,MAY,5,"18,21"
3504,35,4,OCTOBER,10,"17,18"
3606,36,6,MAY,5,"24,25"
1202,12,2,SEPTEMBER,9,"24,25"
2406,24,6,JUNE,6,"18,19"
3403,34,3,JUNE,6,"18,19"
2206,22,6,JULY,7,"5,6"
4109,41,9,MAY,5,"14,15"
3804,38,4,SEPTEMBER,9,"12,13"
1605,16,5,MAY,5,"18,21"
4009,40,9,AUGUST,8,"6,17"
3006,30,6,MAY,5,"16,17"
2908,29,8,AUGUST,8,"20,21"
2709,27,9,OCTOBER,10,"15,16"
3608,36,8,JULY,7,"11,12"
4001,40,1,OCTOBER,10,"25,26"
2601,26,1,APRIL,4,2
2605,26,5,AUGUST,8,"9,10"
4405,44,5,MAY,5,"29,30"
1001,10,1,APRIL,4,"2,3"
4709,47,9,OCTOBER,10,"10,11"
4104,41,4,JUNE,6,"20,21"
2608,26,8,JULY,7,"19,20"
2502,25,2,APRIL,4,"4,5"
4007,40,7,NOVEMBER,11,"12,13"
2206,22,6,MAY,5,"24,25"
1408,14,8,JUNE,6,"6,7"
5008,50,8,AUGUST,8,"20,21"
4905,49,5,JUNE,6,"22,25"
2706,27,6,OCTOBER,10,"4,5"
1706,17,6,APRIL,4,"16,17"
4202,42,2,JULY,7,"10,22,26,27"
4206,42,6,MAY,5,"1,2,8,9,15,16,22,23,29,30"
4601,46,1,SEPTEMBER,9,"4,5"
5007,50,7,AUGUST,8,"16,17"
4109,41,9,OCTOBER,10,1
1007,10,7,JULY,7,"25,26"
3005,30,5,APRIL,4,"12,13"
3604,36,4,JUNE,6,"28,29"
2505,25,5,AUGUST,8,"9,10"
1207,12,7,APRIL,4,"18,19"
1401,14,1,APRIL,4,"2,3"
2801,28,1,JUNE,6,"14,14"
2005,20,5,APRIL,4,"13,16"
4803,48,3,JULY,7,"2,3,31"
3101,31,1,MAY,5,"4,7"
4008,40,8,NOVEMBER,11,"14,15"
3303,33,3,APRIL,4,"18,19"
3707,37,7,AUGUST,8,"16,17"
2608,26,8,MAY,5,"17,18"
3808,38,8,JUNE,6,"28,29"
3101,31,1,OCTOBER,10,"25,26"
2609,26,9,JUNE,6,"19,20"
1802,18,2,JUNE,6,"19,20"
2501,25,1,SEPTEMBER,9,4
1501,15,1,SEPTEMBER,9,"20,21"
2209,22,9,JULY,7,"13,16"
1005,10,5,JUNE,6,1
3704,37,4,SEPTEMBER,9,"18,19"
3906,39,6,OCTOBER,10,"17,18"
2208,22,8,MAY,5,31
1208,12,8,AUGUST,8,"14,15"
4903,49,3,MAY,5,"14,15"
4105,41,5,AUGUST,8,"9,10"
4701,47,1,SEPTEMBER,9,"14,17"
2503,25,3,JUNE,6,"1,11"
2405,24,5,OCTOBER,10,"19,22"
1104,11,4,AUGUST,8,"28,29,30,31"
4808,48,8,NOVEMBER,11,"8,9"
2209,22,9,NOVEMBER,11,"12,13"
4407,44,7,JUNE,6,"12,13"
4505,45,5,OCTOBER,10,"19,22"
4401,44,1,NOVEMBER,11,"1,2"
2805,28,5,OCTOBER,10,"25,26"
4907,49,7,OCTOBER,10,"11,12"
4603,46,3,JUNE,6,"7,8"
1708,17,8,OCTOBER,10,"11,12"
3405,34,5,SEPTEMBER,9,"4,5"
5005,50,5,JULY,7,"2,3"
2603,26,3,SEPTEMBER,9,"26,27"
4106,41,6,MAY,5,"8,9"
4004,40,4,NOVEMBER,11,"2,5"
3205,32,5,JULY,7,31
2203,22,3,AUGUST,8,"6,7"
2103,21,3,MAY,5,31
3201,32,1,JULY,7,"8,11"
4406,44,6,JUNE,6,31
1703,17,3,JULY,7,31
3808,38,8,OCTOBER,10,31
1106,11,6,JUNE,6,"8,11"
3608,36,8,OCTOBER,10,1
3303,33,3,MAY,5,"29,30"
1401,14,1,AUGUST,8,"16,17"
3105,31,5,JULY,7,"25,26"
1502,15,2,JULY,7,"27,30"
3906,39,6,JUNE,6,1
1608,16,8,MAY,5,"29,30"
2605,26,5,OCTOBER,10,"11,12"
2102,21,2,MAY,5,"29,30"
3701,37,1,SEPTEMBER,9,"10,11"
2508,25,8,MAY,5,18
5004,50,4,JUNE,6,"28,29"
1509,15,9,AUGUST,8,"16,17"
2302,23,2,SEPTEMBER,9,"14,17"
2901,29,1,OCTOBER,10,"19,22"
2001,20,1,MAY,5,"17,18"
1507,15,7,AUGUST,8,"10,13"
3605,36,5,OCTOBER,10,31
4201,42,1,APRIL,4,"3,4,19,20"
2202,22,2,APRIL,4,"4,5"
1205,12,5,APRIL,4,"12,13"
3801,38,1,OCTOBER,10,"19,22"
3202,32,2,OCTOBER,10,"11,12"
4608,46,8,OCTOBER,10,"22,23"
1808,18,8,AUGUST,8,"2,3"
3007,30,7,JUNE,6,"20,21"
4303,43,3,OCTOBER,10,"9,10,11,12"
2501,25,1,JULY,7,"2,3"
4007,40,7,AUGUST,8,1
4703,47,3,SEPTEMBER,9,"20,21"
5005,50,5,AUGUST,8,"10,13"
1802,18,2,MAY,5,"24,25"
1504,15,4,JUNE,6,"6,7"
2708,27,8,AUGUST,8,"28,29"
2609,26,9,JULY,7,"17,18"
3108,31,8,JUNE,6,"28,29"
3705,37,5,APRIL,4,"12,13"
4301,43,1,JUNE,6,1
4202,42,2,OCTOBER,10,"10,11,30,31"
4908,49,8,MAY,5,"29,30"
4205,42,5,AUGUST,8,"7,8,23,24"
3909,39,9,OCTOBER,10,"25,26"
2902,29,2,SEPTEMBER,9,"12,13"
3706,37,6,AUGUST,8,"14,15"
2302,23,2,MAY,5,"29,30"
3808,38,8,MAY,5,"18,21"
3701,37,1,OCTOBER,10,"19,22"
1202,12,2,AUGUST,8,"24,27"
2401,24,1,AUGUST,8,"6,7"
2503,25,3,OCTOBER,10,5
2502,25,2,JULY,7,5
2809,28,9,APRIL,4,"24,25"
2303,23,3,MAY,5,31
1603,16,3,JULY,7,"27,30"
4607,46,7,AUGUST,8,"17,20"
4204,42,4,NOVEMBER,11,"6,7"
4702,47,2,JUNE,6,"6,7"
3209,32,9,APRIL,4,"12,13"
3106,31,6,APRIL,4,"16,17"
4009,40,9,APRIL,4,"24,25"
3301,33,1,NOVEMBER,11,1
3506,35,6,JUNE,6,"18,19"
1801,18,1,JUNE,6,1
3708,37,8,JULY,7,"11,12"
2707,27,7,JUNE,6,2
4409,44,9,NOVEMBER,11,30
3307,33,7,NOVEMBER,11,16
4805,48,5,APRIL,4,"12,13"
1803,18,3,MAY,5,"22,23"
3303,33,3,AUGUST,8,"16,17"
2507,25,7,NOVEMBER,11,"15,21"
4806,48,6,AUGUST,8,"8,9"
1609,16,9,AUGUST,8,"14,15"
4909,49,9,AUGUST,8,"8,9"
2307,23,7,JUNE,6,"12,13"
1006,10,6,JUNE,6,"4,5"
1109,11,9,AUGUST,8,"6,7"
4607,46,7,OCTOBER,10,"18,19"
1507,15,7,JULY,7,"13,16"
2409,24,9,JULY,7,"27,30"
1809,18,9,JUNE,6,"20,21"
3002,30,2,OCTOBER,10,"11,12"
3004,30,4,SEPTEMBER,9,"14,17"
3206,32,6,OCTOBER,10,"23,24"
2606,26,6,JUNE,6,"11,18"
3108,31,8,NOVEMBER,11,"14,15"
3603,36,3,JUNE,6,"26,27"
4007,40,7,JUNE,6,"8,11"
3603,36,3,MAY,5,"16,17"
3604,36,4,OCTOBER,10,"29,30"
4007,40,7,SEPTEMBER,9,"20,21"
5008,50,8,JUNE,6,1
3103,31,3,MAY,5,"10,11"
3502,35,2,OCTOBER,10,"11,12"
2201,22,1,JULY,7,31
4301,43,1,APRIL,4,"18,19,20,23"
5009,50,9,JULY,7,"13,16"
1903,19,3,JUNE,6,"18,19"
1404,14,4,AUGUST,8,"24,27"
2002,20,2,APRIL,4,"5,6"
3501,35,1,NOVEMBER,11,"8,9"
2403,24,3,AUGUST,8,"12,13"
4101,41,1,JULY,7,"18,19"
2201,22,1,AUGUST,8,1
3808,38,8,SEPTEMBER,9,"18,19"
3804,38,4,AUGUST,8,"2,3"
2801,28,1,OCTOBER,10,"15,16"
2905,29,5,APRIL,4,"12,13"
5001,50,1,JULY,7,31
1507,15,7,NOVEMBER,11,"6,7"
3008,30,8,JUNE,6,"22,25"
2307,23,7,APRIL,4,"18,19"
2109,21,9,APRIL,4,"24,25"
3202,32,2,AUGUST,8,"30,31"
3207,32,7,OCTOBER,10,"25,26"
4509,45,9,AUGUST,8,"28,29"
2809,28,9,JUNE,6,1
3107,31,7,JULY,7,31
4201,42,1,NOVEMBER,11,"13,14"
1005,10,5,MAY,5,31
3905,39,5,JULY,7,"13,16"
2501,25,1,NOVEMBER,11,"5,6"
3503,35,3,APRIL,4,"6,9"
4203,42,3,JUNE,6,"5,6,21,22"
2207,22,7,JULY,7,"9,10"
4901,49,1,APRIL,4,"4,5"
4603,46,3,JULY,7,"9,10"
4507,45,7,APRIL,4,"18,19"
1502,15,2,MAY,5,"2,3,31"
1301,13,1,SEPTEMBER,9,"4,5"
1409,14,9,OCTOBER,10,"25,26"
2604,26,4,OCTOBER,10,"22,23"
2509,25,9,JULY,7,"24,25"
1209,12,9,JULY,7,"19,20"
3205,32,5,MAY,5,"10,11"
4708,47,8,MAY,5,"2,3"
1303,13,3,JUNE,6,"22,25"
3505,35,5,JUNE,6,"14,15"
3108,31,8,AUGUST,8,"2,3"
4604,46,4,NOVEMBER,11,"7,8"
4202,42,2,NOVEMBER,11,"15,16"
1401,14,1,MAY,5,"16,17"
2404,24,4,SEPTEMBER,9,"14,17"
2001,20,1,OCTOBER,10,"10,11"
2709,27,9,JULY,7,"19,20"
1506,15,6,JULY,7,"11,12"
4708,47,8,AUGUST,8,"14,15"
3305,33,5,APRIL,4,"24,25"
1709,17,9,JUNE,6,"20,21"
3503,35,3,JUNE,6,"8,11"
1804,18,4,SEPTEMBER,9,"4,5"
2004,20,4,JULY,7,"16,17"
4807,48,7,OCTOBER,10,"9,10"
5006,50,6,OCTOBER,10,"4,5"
2001,20,1,APRIL,4,"3,4"
3005,30,5,JUNE,6,"14,15"
1606,16,6,JUNE,6,"28,29"
4601,46,1,JUNE,6,"1,4"
2204,22,4,SEPTEMBER,9,"18,19"
4709,47,9,JUNE,6,"26,27"
5006,50,6,MAY,5,"24,25"
3209,32,9,AUGUST,8,"10,13"
1508,15,8,NOVEMBER,11,"8,9"
3008,30,8,SEPTEMBER,9,"26,27"
1003,10,3,JULY,7,"13,16"
4503,45,3,JUNE,6,"8,11"
2102,21,2,APRIL,4,"4,5"
2207,22,7,SEPTEMBER,9,"26,27"
2601,26,1,NOVEMBER,11,7
3507,35,7,MAY,5,"18,21"
2404,24,4,JUNE,6,"12,13"
3301,33,1,OCTOBER,10,31
3205,32,5,AUGUST,8,1
2109,21,9,AUGUST,8,"10,13"
2407,24,7,MAY,5,"18,21"
2508,25,8,APRIL,4,"20,23"
2307,23,7,AUGUST,8,"6,7"
1105,11,5,APRIL,4,"18,19,20,23"
2608,26,8,JUNE,6,"15,21"
1505,15,5,JUNE,6,"8,11"
2403,24,3,NOVEMBER,11,"14,15"
2707,27,7,AUGUST,8,"24,27"
5001,50,1,MAY,5,"10,11"
1606,16,6,AUGUST,8,"6,7"
1202,12,2,APRIL,4,"4,5"
4205,42,5,APRIL,4,"17,18"
2005,20,5,AUGUST,8,31
3608,36,8,APRIL,4,"20,23"
4802,48,2,SEPTEMBER,9,"24,25"
4107,41,7,SEPTEMBER,9,"26,27"
4704,47,4,NOVEMBER,11,"15,16"
1902,19,2,APRIL,4,"4,5"
5001,50,1,SEPTEMBER,9,"12,13"
3309,33,9,JULY,7,"25,26"
1206,12,6,OCTOBER,10,"4,5"
4804,48,4,AUGUST,8,"2,3,30,31"
1709,17,9,APRIL,4,"24,25"
4504,45,4,OCTOBER,10,"17,18"
2101,21,1,MAY,5,"24,25"
3606,36,6,JULY,7,"5,6"
2303,23,3,JUNE,6,1
3207,32,7,JUNE,6,"26,27"
3208,32,8,APRIL,4,"10,11"
1402,14,2,AUGUST,8,"20,21"
4505,45,5,AUGUST,8,"16,17"
4403,44,3,NOVEMBER,11,"28,29"
2901,29,1,SEPTEMBER,9,"10,11"
2603,26,3,MAY,5,"24,25"
3307,33,7,OCTOBER,10,"9,10"
2606,26,6,JULY,7,"9,16"
1102,11,2,OCTOBER,10,"4,5,9,10"
1806,18,6,JUNE,6,"12,16"
3109,31,9,JULY,7,"2,3"
4901,49,1,OCTOBER,10,"29,30"
4402,44,2,APRIL,4,"16,17"
2501,25,1,MAY,5,"1,7"
1408,14,8,APRIL,4,"20,23"
3001,30,1,NOVEMBER,11,"8,9"
4502,45,2,AUGUST,8,"8,9"
4406,44,6,AUGUST,8,"21,22"
4906,49,6,JUNE,6,"26,27"
1001,10,1,MAY,5,"18,21"
1705,17,5,APRIL,4,"12,13"
3103,31,3,NOVEMBER,11,1
3706,37,6,SEPTEMBER,9,"24,25"
3101,31,1,JUNE,6,"8,11"
2502,25,2,NOVEMBER,11,"1,7"
2603,26,3,JULY,7,"25,26"
3203,32,3,SEPTEMBER,9,"4,5"
5002,50,2,SEPTEMBER,9,"14,17"
1603,16,3,NOVEMBER,11,16
4204,42,4,JULY,7,"17,18"
2306,23,6,SEPTEMBER,9,"26,27"
4102,41,2,AUGUST,8,"3,6"
2702,27,2,AUGUST,8,"10,11"
2401,24,1,OCTOBER,10,"9,10"
2501,25,1,AUGUST,8,"6,7"
3108,31,8,MAY,5,"24,25"
3805,38,5,OCTOBER,10,"25,26"
4502,45,2,JUNE,6,"6,7"
2007,20,7,MAY,5,"6,7"
3202,32,2,MAY,5,"2,3"
2203,22,3,OCTOBER,10,"25,26"
4109,41,9,SEPTEMBER,9,28
3306,33,6,NOVEMBER,11,"14,15"
4804,48,4,JUNE,6,"6,7"
4005,40,5,JULY,7,"25,26"
2704,27,4,AUGUST,8,"16,17"
4506,45,6,OCTOBER,10,"23,24"
4805,48,5,JUNE,6,"8,11"
2308,23,8,JUNE,6,"14,15"
1201,12,1,JUNE,6,"26,27"
4009,40,9,JUNE,6,"14,15"
4402,44,2,AUGUST,8,"13,16"
1508,15,8,MAY,5,"18,21"
4205,42,5,MAY,5,"3,4,22,23"
1408,14,8,SEPTEMBER,9,"6,7"
1104,11,4,OCTOBER,10,"15,16,17,18"
2703,27,3,MAY,5,"18,21"
3202,32,2,JULY,7,"23,24"
1509,15,9,OCTOBER,10,"15,16"
1304,13,4,SEPTEMBER,9,"12,13"
3203,32,3,JULY,7,"25,26"
1506,15,6,MAY,5,"14,15"
3603,36,3,OCTOBER,10,"25,26"
1307,13,7,APRIL,4,"18,19"
4906,49,6,AUGUST,8,1
1801,18,1,JULY,7,"13,16"
4908,49,8,OCTOBER,10,"15,16"
4207,42,7,SEPTEMBER,9,"6,7,13,14,20,21,27,28"
2902,29,2,APRIL,4,"4,5"
4808,48,8,JULY,7,"17,18"
2208,22,8,APRIL,4,"20,23"
3801,38,1,MAY,5,"10,11"
4204,42,4,MAY,5,"1,2,17,18"
3509,35,9,AUGUST,8,"28,29"
3503,35,3,NOVEMBER,11,"14,15"
4004,40,4,JULY,7,"23,24"
3106,31,6,NOVEMBER,11,"8,9"
3004,30,4,JUNE,6,"12,13"
3604,36,4,AUGUST,8,"8,9"
3809,38,9,NOVEMBER,11,"2,5"
4606,46,6,SEPTEMBER,9,"18,19"
1502,15,2,AUGUST,8,"24,27"
1801,18,1,APRIL,4,"2,3"
4809,48,9,JUNE,6,"20,21"
1308,13,8,APRIL,4,"20,23"
2004,20,4,OCTOBER,10,"18,19"
1303,13,3,APRIL,4,"6,9"
4002,40,2,OCTOBER,10,"29,30"
2204,22,4,JUNE,6,"28,29"
4301,43,1,SEPTEMBER,9,"26,27,28"
1006,10,6,APRIL,4,"16,17"
3509,35,9,MAY,5,"24,25"
2104,21,4,APRIL,4,"10,11"
2002,20,2,OCTOBER,10,"12,15"
2706,27,6,MAY,5,"29,30"
3309,33,9,JUNE,6,"14,15"
5004,50,4,MAY,5,"18,21"
4901,49,1,SEPTEMBER,9,"24,25"
4706,47,6,SEPTEMBER,9,28
2605,26,5,SEPTEMBER,9,"13,14"
1501,15,1,APRIL,4,"2,3,30"
3505,35,5,MAY,5,"14,15"
4904,49,4,NOVEMBER,11,"6,7"
4802,48,2,JULY,7,"27,30"
1208,12,8,OCTOBER,10,"11,12"
4805,48,5,OCTOBER,10,"2,3,31"
2203,22,3,JUNE,6,"26,27"
1702,17,2,JULY,7,"27,30"
3806,38,6,JUNE,6,"26,27"
2808,28,8,MAY,5,"29,33"
1201,12,1,OCTOBER,10,"19,22"
2105,21,5,JUNE,6,"6,7"
3107,31,7,AUGUST,8,1
3708,37,8,APRIL,4,"20,23"
2507,25,7,JUNE,6,"20,21"
1109,11,9,MAY,5,"4,7"
3501,35,1,OCTOBER,10,"9,10"
3309,33,9,SEPTEMBER,9,"4,5"
2705,27,5,NOVEMBER,11,"14,15"
4308,43,8,SEPTEMBER,9,"4,5,11,12,18,19,25,26"
3508,35,8,MAY,5,"22,23"
3109,31,9,NOVEMBER,11,16
1206,12,6,MAY,5,"14,15"
3907,39,7,APRIL,4,"18,19"
3708,37,8,MAY,5,31
2905,29,5,MAY,5,"22,23"
3802,38,2,MAY,5,"10,11"
5001,50,1,JUNE,6,"20,21"
4501,45,1,APRIL,4,"2,3"
2003,20,3,JULY,7,"12,13"
1102,11,2,JULY,7,"5,6,9,10"
4804,48,4,APRIL,4,"10,11"
1007,10,7,SEPTEMBER,9,"12,13"
2901,29,1,JULY,7,31
1108,11,8,JULY,7,31
1405,14,5,MAY,5,"29,30"
4307,43,7,OCTOBER,10,31
2601,26,1,OCTOBER,10,"1,30,31"
1506,15,6,APRIL,4,"16,17"
4102,41,2,SEPTEMBER,9,"18,19"
1802,18,2,OCTOBER,10,"29,30"
2906,29,6,JULY,7,"5,6"
4405,44,5,SEPTEMBER,9,"21,24"
3704,37,4,AUGUST,8,"8,9"
1004,10,4,OCTOBER,10,"23,24"
2803,28,3,MAY,5,"14,15"
2701,27,1,JUNE,6,"26,27"
4604,46,4,APRIL,4,"10,11"
1907,19,7,JUNE,6,"28,29"
2207,22,7,MAY,5,"29,30"
3103,31,3,SEPTEMBER,9,"26,27"
4804,48,4,SEPTEMBER,9,28
4406,44,6,SEPTEMBER,9,"25,26"
2005,20,5,OCTOBER,10,"22,23"
3903,39,3,MAY,5,"22,23"
4203,42,3,SEPTEMBER,9,"5,6,25,26"
3506,35,6,MAY,5,"16,17"
3207,32,7,MAY,5,"16,17"
2009,20,9,APRIL,4,"25,26"
3208,32,8,MAY,5,"18,21"
2609,26,9,APRIL,4,"17,18"
2107,21,7,JUNE,6,"12,13"
2208,22,8,JUNE,6,1
