ESTACION,TIEMPO,AIRETEMPERATURA,BULBOTEMPERATURA,HUMEDAD,INTECIDADLLUVIA,INTERVALOLLUVIA,LLUVIATOTAL,PRECICION,DIRECIONVIENTO,VELOCIDADVIENTO,VELOCIDADMAXIMA,BAROMETRICA,RADIACIONSOLAR,RUMBO,BATERIA,HORAMEDICION,ID
Oak Street Weather Station,2/03/2016 2:00:00 p. m.,35,26,85,0,0,46,0,291,25,45,9817,35,0,121,2/03/2016 2:00:00 p. m.,OakStreetWeatherStation201602031400
63rd Street Weather Station,2/03/2016 3:00:00 p. m.,3,18,83,0,0,83,0,277,8,128,9827,70,354,119,2/03/2016 3:00:00 p. m.,63rdStreetWeatherStation201602031500
Oak Street Weather Station,2/03/2016 3:00:00 p. m.,36,22,79,0,0,46,0,313,18,43,983,63,0,121,2/03/2016 3:00:00 p. m.,OakStreetWeatherStation201602031500
63rd Street Weather Station,2/03/2016 4:00:00 p. m.,23,11,82,0,0,83,0,276,63,122,9849,46,354,119,2/03/2016 4:00:00 p. m.,63rdStreetWeatherStation201602031600
Oak Street Weather Station,2/03/2016 4:00:00 p. m.,29,14,77,0,0,46,0,333,17,32,985,23,0,121,2/03/2016 4:00:00 p. m.,OakStreetWeatherStation201602031600
63rd Street Weather Station,2/03/2016 5:00:00 p. m.,19,5,78,0,0,83,0,277,56,97,9867,16,353,119,2/03/2016 5:00:00 p. m.,63rdStreetWeatherStation201602031700
Oak Street Weather Station,2/03/2016 5:00:00 p. m.,26,7,70,0,0,46,0,321,1,4,9869,12,0,121,2/03/2016 5:00:00 p. m.,OakStreetWeatherStation201602031700
63rd Street Weather Station,2/03/2016 6:00:00 p. m.,2,5,76,0,0,83,0,286,42,84,9884,4,354,119,2/03/2016 6:00:00 p. m.,63rdStreetWeatherStation201602031800
Oak Street Weather Station,2/03/2016 6:00:00 p. m.,25,8,73,0,0,46,0,338,17,33,9884,4,0,121,2/03/2016 6:00:00 p. m.,OakStreetWeatherStation201602031800
63rd Street Weather Station,2/03/2016 7:00:00 p. m.,9,1,86,0,0,83,0,284,3,82,9899,4,354,119,2/03/2016 7:00:00 p. m.,63rdStreetWeatherStation201602031900
Oak Street Weather Station,2/03/2016 7:00:00 p. m.,17,5,81,0,0,46,0,281,18,49,9901,3,0,121,2/03/2016 7:00:00 p. m.,OakStreetWeatherStation201602031900
63rd Street Weather Station,2/03/2016 8:00:00 p. m.,6,-2,86,0,0,83,0,280,38,64,9912,4,354,119,2/03/2016 8:00:00 p. m.,63rdStreetWeatherStation201602032000
Oak Street Weather Station,2/03/2016 8:00:00 p. m.,9,1,85,0,1,47,0,0,5,18,9915,3,0,121,2/03/2016 8:00:00 p. m.,OakStreetWeatherStation201602032000
63rd Street Weather Station,2/03/2016 9:00:00 p. m.,8,-4,79,0,0,83,0,275,34,9,992,4,354,119,2/03/2016 9:00:00 p. m.,63rdStreetWeatherStation201602032100
Oak Street Weather Station,2/03/2016 9:00:00 p. m.,14,-1,75,0,0,47,0,295,23,46,9923,3,0,121,2/03/2016 9:00:00 p. m.,OakStreetWeatherStation201602032100
63rd Street Weather Station,2/03/2016 10:00:00 p. m.,0,-12,80,0,1,84,0,277,61,103,993,4,353,119,2/03/2016 10:00:00 p. m.,63rdStreetWeatherStation201602032200
63rd Street Weather Station,2/03/2016 11:00:00 p. m.,-6,-16,81,0,0,84,0,280,56,9,9938,4,354,119,2/03/2016 11:00:00 p. m.,63rdStreetWeatherStation201602032300
Oak Street Weather Station,2/03/2016 11:00:00 p. m.,2,-12,75,0,0,47,0,313,2,43,9943,3,0,12,2/03/2016 11:00:00 p. m.,OakStreetWeatherStation201602032300
63rd Street Weather Station,2/04/2016 12:00:00 a. m.,-11,-21,82,0,0,84,0,274,46,81,9945,4,353,119,2/04/2016 12:00:00 a. m.,63rdStreetWeatherStation201602042400
Oak Street Weather Station,2/04/2016 12:00:00 a. m.,-4,-19,73,0,0,47,0,342,16,36,995,3,0,12,2/04/2016 12:00:00 a. m.,OakStreetWeatherStation201602042400
63rd Street Weather Station,2/04/2016 1:00:00 a. m.,-13,-25,78,0,0,84,0,269,44,73,9954,4,354,119,2/04/2016 1:00:00 a. m.,63rdStreetWeatherStation201602040100
63rd Street Weather Station,2/04/2016 2:00:00 a. m.,-14,-26,77,0,0,84,0,282,38,58,9958,4,353,119,2/04/2016 2:00:00 a. m.,63rdStreetWeatherStation201602040200
63rd Street Weather Station,2/04/2016 3:00:00 a. m.,-16,-29,75,0,0,84,0,274,36,68,9964,4,353,119,2/04/2016 3:00:00 a. m.,63rdStreetWeatherStation201602040300
Oak Street Weather Station,2/04/2016 3:00:00 a. m.,-11,-26,71,0,0,47,0,301,19,42,9967,3,0,121,2/04/2016 3:00:00 a. m.,OakStreetWeatherStation201602040300
63rd Street Weather Station,2/04/2016 4:00:00 a. m.,-22,-34,78,0,0,84,0,265,53,84,9968,4,354,119,2/04/2016 4:00:00 a. m.,63rdStreetWeatherStation201602040400
Oak Street Weather Station,2/04/2016 4:00:00 a. m.,-15,-3,71,0,0,47,0,338,1,25,9971,3,0,12,2/04/2016 4:00:00 a. m.,OakStreetWeatherStation201602040400
63rd Street Weather Station,2/04/2016 5:00:00 a. m.,-26,-37,78,0,0,84,0,270,32,5,9972,4,354,119,2/04/2016 5:00:00 a. m.,63rdStreetWeatherStation201602040500
Oak Street Weather Station,2/04/2016 5:00:00 a. m.,-22,-36,72,0,0,47,0,300,17,38,9974,3,0,12,2/04/2016 5:00:00 a. m.,OakStreetWeatherStation201602040500
63rd Street Weather Station,2/04/2016 6:00:00 a. m.,-37,-48,76,0,0,84,0,254,55,8,9978,4,353,118,2/04/2016 6:00:00 a. m.,63rdStreetWeatherStation201602040600
Oak Street Weather Station,2/04/2016 6:00:00 a. m.,-28,-42,72,0,0,47,0,307,15,4,9981,4,0,12,2/04/2016 6:00:00 a. m.,OakStreetWeatherStation201602040600
63rd Street Weather Station,2/04/2016 7:00:00 a. m.,-44,-56,73,0,0,84,0,262,6,81,9983,5,353,119,2/04/2016 7:00:00 a. m.,63rdStreetWeatherStation201602040700
Oak Street Weather Station,2/04/2016 7:00:00 a. m.,-36,-52,68,0,0,47,0,354,14,23,9987,4,0,12,2/04/2016 7:00:00 a. m.,OakStreetWeatherStation201602040700
63rd Street Weather Station,2/04/2016 8:00:00 a. m.,-46,-6,70,0,0,84,0,258,5,72,9991,6,353,118,2/04/2016 8:00:00 a. m.,63rdStreetWeatherStation201602040800
Oak Street Weather Station,2/04/2016 8:00:00 a. m.,-42,-59,64,0,0,47,0,306,22,44,9996,7,0,121,2/04/2016 8:00:00 a. m.,OakStreetWeatherStation201602040800
63rd Street Weather Station,2/04/2016 9:00:00 a. m.,-53,-65,73,0,0,84,0,269,55,74,10001,41,353,119,2/04/2016 9:00:00 a. m.,63rdStreetWeatherStation201602040900
Oak Street Weather Station,2/04/2016 9:00:00 a. m.,-44,-59,66,0,0,47,0,319,17,43,10005,31,0,121,2/04/2016 9:00:00 a. m.,OakStreetWeatherStation201602040900
63rd Street Weather Station,2/04/2016 10:00:00 a. m.,-48,-63,68,0,0,84,0,289,34,42,10009,308,354,118,2/04/2016 10:00:00 a. m.,63rdStreetWeatherStation201602041000
Oak Street Weather Station,2/04/2016 10:00:00 a. m.,-43,-6,63,0,0,47,0,291,17,49,10012,325,1,121,2/04/2016 10:00:00 a. m.,OakStreetWeatherStation201602041000
63rd Street Weather Station,2/04/2016 11:00:00 a. m.,-37,-56,60,0,0,84,0,285,44,68,10011,444,354,119,2/04/2016 11:00:00 a. m.,63rdStreetWeatherStation201602041100
63rd Street Weather Station,2/04/2016 12:00:00 p. m.,-3,-52,57,0,0,84,0,324,2,39,1001,497,354,119,2/04/2016 12:00:00 p. m.,63rdStreetWeatherStation201602041200
Oak Street Weather Station,2/04/2016 12:00:00 p. m.,-26,-49,54,0,0,47,0,355,29,4,10013,512,1,121,2/04/2016 12:00:00 p. m.,OakStreetWeatherStation201602041200
63rd Street Weather Station,2/04/2016 1:00:00 p. m.,-23,-46,54,0,0,84,0,252,31,49,10003,538,354,119,2/04/2016 1:00:00 p. m.,63rdStreetWeatherStation201602041300
Oak Street Weather Station,2/04/2016 1:00:00 p. m.,-2,-46,51,0,0,47,0,349,2,34,10007,34,0,121,2/04/2016 1:00:00 p. m.,OakStreetWeatherStation201602041300
63rd Street Weather Station,2/04/2016 2:00:00 p. m.,-12,-41,48,0,0,84,0,293,35,58,10001,519,353,119,2/04/2016 2:00:00 p. m.,63rdStreetWeatherStation201602041400
Oak Street Weather Station,2/04/2016 2:00:00 p. m.,-9,-4,45,0,0,47,0,254,14,27,10005,487,0,12,2/04/2016 2:00:00 p. m.,OakStreetWeatherStation201602041400
63rd Street Weather Station,2/04/2016 3:00:00 p. m.,-3,-33,48,0,0,84,0,276,25,59,9999,449,353,119,2/04/2016 3:00:00 p. m.,63rdStreetWeatherStation201602041500
Oak Street Weather Station,2/04/2016 3:00:00 p. m.,-3,-35,45,0,0,47,0,261,24,46,10002,29,0,121,2/04/2016 3:00:00 p. m.,OakStreetWeatherStation201602041500
63rd Street Weather Station,2/04/2016 4:00:00 p. m.,-2,-32,48,0,0,84,0,277,42,6,10002,330,352,119,2/04/2016 4:00:00 p. m.,63rdStreetWeatherStation201602041600
Oak Street Weather Station,2/04/2016 4:00:00 p. m.,5,-28,45,0,0,47,0,348,29,48,10003,28,0,121,2/04/2016 4:00:00 p. m.,OakStreetWeatherStation201602041600
63rd Street Weather Station,2/04/2016 5:00:00 p. m.,4,-27,48,0,0,84,0,257,45,63,10007,90,353,119,2/04/2016 5:00:00 p. m.,63rdStreetWeatherStation201602041700
63rd Street Weather Station,2/04/2016 6:00:00 p. m.,1,-28,50,0,0,84,0,251,28,38,10014,12,353,119,2/04/2016 6:00:00 p. m.,63rdStreetWeatherStation201602041800
63rd Street Weather Station,2/04/2016 7:00:00 p. m.,-3,-28,57,0,0,84,0,240,34,52,10017,4,354,119,2/04/2016 7:00:00 p. m.,63rdStreetWeatherStation201602041900
63rd Street Weather Station,2/04/2016 8:00:00 p. m.,-6,-29,60,0,0,84,0,241,21,29,10017,4,354,119,2/04/2016 8:00:00 p. m.,63rdStreetWeatherStation201602042000
63rd Street Weather Station,2/04/2016 9:00:00 p. m.,-8,-28,63,0,0,84,0,232,18,28,10019,4,353,119,2/04/2016 9:00:00 p. m.,63rdStreetWeatherStation201602042100
Oak Street Weather Station,2/04/2016 9:00:00 p. m.,1,-24,57,0,0,47,0,271,25,42,10022,3,0,12,2/04/2016 9:00:00 p. m.,OakStreetWeatherStation201602042100
63rd Street Weather Station,2/04/2016 10:00:00 p. m.,-9,-27,67,0,0,84,0,222,24,42,10019,4,353,118,2/04/2016 10:00:00 p. m.,63rdStreetWeatherStation201602042200
Oak Street Weather Station,2/04/2016 10:00:00 p. m.,1,-23,59,0,0,47,0,275,14,3,1002,3,0,121,2/04/2016 10:00:00 p. m.,OakStreetWeatherStation201602042200
63rd Street Weather Station,2/04/2016 11:00:00 p. m.,-9,-26,70,0,0,84,0,213,26,4,10017,4,354,119,2/04/2016 11:00:00 p. m.,63rdStreetWeatherStation201602042300
63rd Street Weather Station,2/05/2016 12:00:00 a. m.,-12,-26,73,0,0,84,0,227,26,38,1002,4,353,119,2/05/2016 12:00:00 a. m.,63rdStreetWeatherStation201602052400
63rd Street Weather Station,2/05/2016 1:00:00 a. m.,-11,-25,74,0,0,84,0,216,23,4,10021,4,354,119,2/05/2016 1:00:00 a. m.,63rdStreetWeatherStation201602050100
63rd Street Weather Station,2/05/2016 2:00:00 a. m.,-11,-24,77,0,0,84,0,242,22,36,10022,4,354,119,2/05/2016 2:00:00 a. m.,63rdStreetWeatherStation201602050200
63rd Street Weather Station,2/05/2016 3:00:00 a. m.,-9,-22,76,0,0,84,0,211,29,44,1002,4,354,119,2/05/2016 3:00:00 a. m.,63rdStreetWeatherStation201602050300
63rd Street Weather Station,2/05/2016 4:00:00 a. m.,-1,-23,77,0,0,84,0,225,35,49,1002,4,353,119,2/05/2016 4:00:00 a. m.,63rdStreetWeatherStation201602050400
63rd Street Weather Station,2/05/2016 5:00:00 a. m.,-9,-21,77,0,0,84,0,240,32,48,10022,4,354,118,2/05/2016 5:00:00 a. m.,63rdStreetWeatherStation201602050500
63rd Street Weather Station,2/05/2016 6:00:00 a. m.,-9,-21,77,0,0,84,0,248,28,41,10023,4,353,118,2/05/2016 6:00:00 a. m.,63rdStreetWeatherStation201602050600
Oak Street Weather Station,2/05/2016 6:00:00 a. m.,-5,-17,79,0,0,48,0,271,19,6,10027,3,0,121,2/05/2016 6:00:00 a. m.,OakStreetWeatherStation201602050600
63rd Street Weather Station,2/05/2016 7:00:00 a. m.,-12,-23,81,0,0,84,0,255,27,39,10028,4,354,118,2/05/2016 7:00:00 a. m.,63rdStreetWeatherStation201602050700
Oak Street Weather Station,2/05/2016 7:00:00 a. m.,-6,-17,79,0,0,48,0,270,1,34,10032,3,0,121,2/05/2016 7:00:00 a. m.,OakStreetWeatherStation201602050700
63rd Street Weather Station,2/05/2016 8:00:00 a. m.,-13,-22,82,0,0,84,0,275,14,17,10035,6,354,119,2/05/2016 8:00:00 a. m.,63rdStreetWeatherStation201602050800
63rd Street Weather Station,2/05/2016 9:00:00 a. m.,-7,-15,85,0,0,84,0,270,29,47,10041,32,353,119,2/05/2016 9:00:00 a. m.,63rdStreetWeatherStation201602050900
Oak Street Weather Station,2/05/2016 9:00:00 a. m.,-1,-13,79,0,0,48,0,326,13,27,10046,23,0,121,2/05/2016 9:00:00 a. m.,OakStreetWeatherStation201602050900
63rd Street Weather Station,2/05/2016 10:00:00 a. m.,-2,-1,85,0,0,84,0,11,32,6,10043,28,354,119,2/05/2016 10:00:00 a. m.,63rdStreetWeatherStation201602051000
Oak Street Weather Station,2/05/2016 10:00:00 a. m.,-2,-13,80,0,0,48,0,329,24,47,10052,39,0,121,2/05/2016 10:00:00 a. m.,OakStreetWeatherStation201602051000
63rd Street Weather Station,2/05/2016 11:00:00 a. m.,-4,-12,86,0,0,84,0,11,53,78,10047,152,354,119,2/05/2016 11:00:00 a. m.,63rdStreetWeatherStation201602051100
Oak Street Weather Station,2/05/2016 11:00:00 a. m.,-3,-15,79,0,0,48,0,11,32,43,10053,102,0,12,2/05/2016 11:00:00 a. m.,OakStreetWeatherStation201602051100
63rd Street Weather Station,2/05/2016 12:00:00 p. m.,-6,-15,84,0,0,84,0,25,37,69,10047,112,354,118,2/05/2016 12:00:00 p. m.,63rdStreetWeatherStation201602051200
Oak Street Weather Station,2/05/2016 12:00:00 p. m.,-11,-22,80,0,0,48,0,10,5,55,10055,278,0,121,2/05/2016 12:00:00 p. m.,OakStreetWeatherStation201602051200
63rd Street Weather Station,2/05/2016 1:00:00 p. m.,-8,-16,85,0,0,84,0,16,52,7,10045,183,354,118,2/05/2016 1:00:00 p. m.,63rdStreetWeatherStation201602051300
63rd Street Weather Station,2/05/2016 2:00:00 p. m.,-8,-17,83,0,0,84,0,17,43,69,10045,81,354,119,2/05/2016 2:00:00 p. m.,63rdStreetWeatherStation201602051400
Oak Street Weather Station,2/05/2016 2:00:00 p. m.,1,-16,70,0,0,48,0,16,25,33,10049,201,0,121,2/05/2016 2:00:00 p. m.,OakStreetWeatherStation201602051400
63rd Street Weather Station,2/05/2016 3:00:00 p. m.,-3,-14,81,0,0,84,0,20,38,61,10041,113,353,118,2/05/2016 3:00:00 p. m.,63rdStreetWeatherStation201602051500
63rd Street Weather Station,2/05/2016 4:00:00 p. m.,-2,-13,80,0,0,84,0,31,27,41,10044,143,354,119,2/05/2016 4:00:00 p. m.,63rdStreetWeatherStation201602051600
63rd Street Weather Station,2/05/2016 5:00:00 p. m.,-3,-16,78,0,0,84,0,72,16,2,10048,66,354,119,2/05/2016 5:00:00 p. m.,63rdStreetWeatherStation201602051700
63rd Street Weather Station,2/05/2016 6:00:00 p. m.,-2,-14,78,0,0,84,0,101,19,22,10051,7,354,119,2/05/2016 6:00:00 p. m.,63rdStreetWeatherStation201602051800
63rd Street Weather Station,2/05/2016 7:00:00 p. m.,1,-13,76,0,0,84,0,17,6,1,1005,4,354,118,2/05/2016 7:00:00 p. m.,63rdStreetWeatherStation201602051900
Oak Street Weather Station,2/05/2016 7:00:00 p. m.,-2,-16,74,0,0,48,0,104,15,2,10054,3,0,121,2/05/2016 7:00:00 p. m.,OakStreetWeatherStation201602051900
63rd Street Weather Station,2/05/2016 8:00:00 p. m.,2,-18,65,0,0,84,0,241,25,36,10045,4,354,119,2/05/2016 8:00:00 p. m.,63rdStreetWeatherStation201602052000
63rd Street Weather Station,2/05/2016 9:00:00 p. m.,0,-18,69,0,0,84,0,260,33,46,10047,4,354,119,2/05/2016 9:00:00 p. m.,63rdStreetWeatherStation201602052100
Oak Street Weather Station,2/05/2016 9:00:00 p. m.,1,-13,75,0,0,48,0,123,12,25,10051,3,0,12,2/05/2016 9:00:00 p. m.,OakStreetWeatherStation201602052100
63rd Street Weather Station,2/05/2016 10:00:00 p. m.,-6,-22,71,0,0,84,0,258,24,41,10044,4,354,119,2/05/2016 10:00:00 p. m.,63rdStreetWeatherStation201602052200
63rd Street Weather Station,2/05/2016 11:00:00 p. m.,-9,-24,74,0,0,84,0,252,3,41,1004,4,353,119,2/05/2016 11:00:00 p. m.,63rdStreetWeatherStation201602052300
Oak Street Weather Station,2/05/2016 11:00:00 p. m.,1,-19,65,0,0,48,0,259,18,35,10042,3,0,121,2/05/2016 11:00:00 p. m.,OakStreetWeatherStation201602052300
63rd Street Weather Station,2/06/2016 12:00:00 a. m.,-15,-27,78,0,0,84,0,248,31,47,10036,4,354,119,2/06/2016 12:00:00 a. m.,63rdStreetWeatherStation201602062400
Oak Street Weather Station,2/06/2016 12:00:00 a. m.,-4,-22,69,0,0,48,0,271,16,44,10039,3,0,12,2/06/2016 12:00:00 a. m.,OakStreetWeatherStation201602062400
63rd Street Weather Station,2/06/2016 1:00:00 a. m.,-21,-3,82,0,0,84,0,262,25,33,10036,4,354,119,2/06/2016 1:00:00 a. m.,63rdStreetWeatherStation201602060100
Oak Street Weather Station,2/06/2016 1:00:00 a. m.,-8,-23,72,0,0,48,0,285,23,41,10039,3,0,121,2/06/2016 1:00:00 a. m.,OakStreetWeatherStation201602060100
63rd Street Weather Station,2/06/2016 2:00:00 a. m.,-2,-3,81,0,0,84,0,264,31,41,10033,4,353,118,2/06/2016 2:00:00 a. m.,63rdStreetWeatherStation201602060200
Oak Street Weather Station,2/06/2016 2:00:00 a. m.,-9,-24,73,0,0,48,0,284,16,42,10035,3,0,121,2/06/2016 2:00:00 a. m.,OakStreetWeatherStation201602060200
63rd Street Weather Station,2/06/2016 3:00:00 a. m.,-2,-3,82,0,0,84,0,251,33,52,10029,4,354,118,2/06/2016 3:00:00 a. m.,63rdStreetWeatherStation201602060300
Oak Street Weather Station,2/06/2016 3:00:00 a. m.,-9,-24,73,0,0,48,0,282,2,54,10032,3,0,121,2/06/2016 3:00:00 a. m.,OakStreetWeatherStation201602060300
63rd Street Weather Station,2/06/2016 4:00:00 a. m.,-21,-29,83,0,0,84,0,249,28,43,10025,4,353,118,2/06/2016 4:00:00 a. m.,63rdStreetWeatherStation201602060400
Oak Street Weather Station,2/06/2016 4:00:00 a. m.,-11,-25,74,0,0,48,0,277,19,54,10029,3,0,121,2/06/2016 4:00:00 a. m.,OakStreetWeatherStation201602060400
63rd Street Weather Station,2/06/2016 5:00:00 a. m.,-22,-3,83,0,0,84,0,257,26,45,10026,4,354,119,2/06/2016 5:00:00 a. m.,63rdStreetWeatherStation201602060500
Oak Street Weather Station,2/06/2016 5:00:00 a. m.,-12,-25,76,0,0,48,0,286,22,5,10031,3,0,12,2/06/2016 5:00:00 a. m.,OakStreetWeatherStation201602060500
63rd Street Weather Station,2/06/2016 6:00:00 a. m.,-21,-3,83,0,0,84,0,253,23,32,10025,4,354,119,2/06/2016 6:00:00 a. m.,63rdStreetWeatherStation201602060600
Oak Street Weather Station,2/06/2016 6:00:00 a. m.,-9,-23,74,0,0,48,0,272,29,77,10028,3,0,121,2/06/2016 6:00:00 a. m.,OakStreetWeatherStation201602060600
63rd Street Weather Station,2/06/2016 7:00:00 a. m.,-19,-29,81,0,0,84,0,246,26,43,10025,4,354,119,2/06/2016 7:00:00 a. m.,63rdStreetWeatherStation201602060700
Oak Street Weather Station,2/06/2016 7:00:00 a. m.,-9,-23,74,0,0,48,0,271,29,51,10025,3,0,12,2/06/2016 7:00:00 a. m.,OakStreetWeatherStation201602060700
63rd Street Weather Station,2/06/2016 8:00:00 a. m.,-23,-32,83,0,0,84,0,237,28,42,10025,9,354,119,2/06/2016 8:00:00 a. m.,63rdStreetWeatherStation201602060800
Oak Street Weather Station,2/06/2016 8:00:00 a. m.,-11,-25,75,0,0,48,0,269,32,55,10026,8,0,121,2/06/2016 8:00:00 a. m.,OakStreetWeatherStation201602060800
63rd Street Weather Station,2/06/2016 9:00:00 a. m.,-18,-28,81,0,0,84,0,230,3,49,10025,91,354,118,2/06/2016 9:00:00 a. m.,63rdStreetWeatherStation201602060900
Oak Street Weather Station,2/06/2016 9:00:00 a. m.,-8,-22,74,0,0,48,0,268,32,66,10027,96,0,121,2/06/2016 9:00:00 a. m.,OakStreetWeatherStation201602060900
63rd Street Weather Station,2/06/2016 10:00:00 a. m.,-3,-17,76,0,0,84,0,239,32,5,10024,263,354,118,2/06/2016 10:00:00 a. m.,63rdStreetWeatherStation201602061000
63rd Street Weather Station,2/06/2016 11:00:00 a. m.,8,-11,68,0,0,84,0,248,56,74,1002,398,354,119,2/06/2016 11:00:00 a. m.,63rdStreetWeatherStation201602061100
Oak Street Weather Station,2/06/2016 11:00:00 a. m.,17,-6,62,0,0,48,0,250,14,47,10021,259,0,12,2/06/2016 11:00:00 a. m.,OakStreetWeatherStation201602061100
63rd Street Weather Station,2/06/2016 12:00:00 p. m.,24,0,62,0,0,84,0,258,55,74,10016,494,354,119,2/06/2016 12:00:00 p. m.,63rdStreetWeatherStation201602061200
Oak Street Weather Station,2/06/2016 12:00:00 p. m.,27,0,59,0,0,48,0,277,16,46,10018,481,0,12,2/06/2016 12:00:00 p. m.,OakStreetWeatherStation201602061200
63rd Street Weather Station,2/06/2016 1:00:00 p. m.,33,8,63,0,0,84,0,248,41,74,10006,315,353,119,2/06/2016 1:00:00 p. m.,63rdStreetWeatherStation201602061300
Oak Street Weather Station,2/06/2016 1:00:00 p. m.,36,8,59,0,0,48,0,255,15,32,10006,216,0,122,2/06/2016 1:00:00 p. m.,OakStreetWeatherStation201602061300
63rd Street Weather Station,2/06/2016 2:00:00 p. m.,39,13,62,0,0,84,0,244,56,76,9995,383,353,119,2/06/2016 2:00:00 p. m.,63rdStreetWeatherStation201602061400
Oak Street Weather Station,2/06/2016 2:00:00 p. m.,38,12,62,0,0,48,0,267,2,63,9997,406,0,121,2/06/2016 2:00:00 p. m.,OakStreetWeatherStation201602061400
63rd Street Weather Station,2/06/2016 3:00:00 p. m.,49,21,62,0,0,84,0,264,55,66,999,476,353,119,2/06/2016 3:00:00 p. m.,63rdStreetWeatherStation201602061500
Oak Street Weather Station,2/06/2016 3:00:00 p. m.,48,19,59,0,0,48,0,259,3,68,9991,51,0,12,2/06/2016 3:00:00 p. m.,OakStreetWeatherStation201602061500
63rd Street Weather Station,2/06/2016 4:00:00 p. m.,55,25,60,0,0,84,0,236,4,76,9989,299,353,119,2/06/2016 4:00:00 p. m.,63rdStreetWeatherStation201602061600
Oak Street Weather Station,2/06/2016 4:00:00 p. m.,55,25,59,0,0,48,0,210,5,23,9992,66,0,121,2/06/2016 4:00:00 p. m.,OakStreetWeatherStation201602061600
63rd Street Weather Station,2/06/2016 5:00:00 p. m.,58,28,60,0,0,84,0,256,34,54,9986,164,353,119,2/06/2016 5:00:00 p. m.,63rdStreetWeatherStation201602061700
Oak Street Weather Station,2/06/2016 5:00:00 p. m.,58,27,58,0,0,48,0,253,17,39,9988,31,0,121,2/06/2016 5:00:00 p. m.,OakStreetWeatherStation201602061700
63rd Street Weather Station,2/06/2016 6:00:00 p. m.,55,27,61,0,0,84,0,243,36,56,9983,15,354,119,2/06/2016 6:00:00 p. m.,63rdStreetWeatherStation201602061800
Oak Street Weather Station,2/06/2016 6:00:00 p. m.,58,27,59,0,0,48,0,260,19,55,9985,10,0,12,2/06/2016 6:00:00 p. m.,OakStreetWeatherStation201602061800
63rd Street Weather Station,2/06/2016 7:00:00 p. m.,46,23,68,0,0,84,0,220,17,29,9985,3,354,119,2/06/2016 7:00:00 p. m.,63rdStreetWeatherStation201602061900
Oak Street Weather Station,2/06/2016 7:00:00 p. m.,56,27,60,0,0,48,0,255,11,27,9989,2,0,12,2/06/2016 7:00:00 p. m.,OakStreetWeatherStation201602061900
63rd Street Weather Station,2/06/2016 8:00:00 p. m.,42,22,70,0,0,84,0,189,16,23,9982,4,354,119,2/06/2016 8:00:00 p. m.,63rdStreetWeatherStation201602062000
